51;0
52;0
54;0
55;0
55;0
56;0
56;0
57;0
58;0
60;0
61;0
61;0
60;0
61;0
62;0
61;0
61;0
61;0
61;0
61;0
61;0
60;0
60;0
59;0
60;0
58;0
57;0
57;0
56;0
56;0
54;0
53;0
52;0
52;0
51;0
49;0
50;0
49;0
47;0
46;1
45;1
45;1
44;1
44;1
43;1
42;1
46;1
42;1
41;1
41;1
42;1
41;1
42;1
42;1
42;1
43;1
43;1
43;1
44;1
45;1
45;1
46;1
48;0
48;0
50;0
49;0
50;0
51;0
52;0
53;0
55;0
55;0
57;0
58;0
57;0
58;0
59;0
60;0
60;0
61;0
61;0
61;0
62;0
61;0
61;0
61;0
61;0
60;0
60;0
60;0
59;0
59;0
58;0
57;0
57;0
56;0
55;0
54;0
53;0
52;0
51;0
51;0
49;0
48;0
48;0
46;1
47;0
45;1
44;1
43;1
43;1
42;1
43;1
42;1
41;1
41;1
41;1
41;1
41;1
42;1
41;1
42;1
46;1
43;1
44;1
44;1
45;1
45;1
46;1
48;0
57;0
49;0
50;0
51;0
53;0
54;0
53;0
54;0
55;0
57;0
58;0
58;0
58;0
59;0
59;0
61;0
61;0
61;0
61;0
61;0
61;0
61;0
61;0
61;0
60;0
61;0
59;0
59;0
58;0
58;0
57;0
56;0
55;0
54;0
53;0
53;0
52;0
52;0
51;0
49;0
48;0
47;0
46;1
45;1
45;1
44;1
43;1
43;1
42;1
43;1
41;1
41;1
41;1
41;1
41;1
41;1
41;1
42;1
42;1
43;1
43;1
43;1
44;1
45;1
46;1
46;1
47;0
48;0
50;0
50;0
